"Timestamp","Throughput"
"1699216153976","82"
"1699216154605","317"
"1699216155137","375"
"1699216155692","360"
"1699216156240","364"
"1699216156788","364"
"1699216157326","371"
"1699216158286","208"
"1699216158811","380"
"1699216159328","386"
"1699216159834","395"
